# Comments begin with a # and can go anywhere in the file!
jt,Northwest_Inner_9.pkl,7,8,8,6,5,8,7,5,8,4,4,4,4,3,4,4,3,4,{"Double Bogey": 3,"Triple Bogey": 2,"+4": 4},62,34,Friday_12_30_2022_10:00,33,none
jt,Northwest_Inner_9.pkl,8,6,7,8,5,8,6,3,8,4,4,4,4,3,4,4,3,4,{"Par": 1,"Double Bogey": 3,"Triple Bogey": 1,"+4": 4},59,34,Saturday_01_07_2023_10:30,34,none
jt,Northwest_Inner_9.pkl,6,7,8,6,4,7,6,4,6,4,4,4,4,3,4,4,3,4,{"Bogey": 2,"Double Bogey": 4,"Triple Bogey": 2,"+4": 1},54,34,Saturday_01_14_2023_11:30,22,none
jt,Needwood_Executive_9.pkl,4,5,6,6,6,5,7,8,6,3,3,4,3,3,3,3,4,3,{"Bogey": 1,"Double Bogey": 3,"Triple Bogey": 3,"+4": 2},53,29,Sunday_01_15_2023_13:30,42,none
jt,Northwest_Inner_9.pkl,6,6,6,7,3,6,8,6,6,4,4,4,4,3,4,4,3,4,{"Par": 1,"Double Bogey": 5,"Triple Bogey": 2,"+4": 1},54,34,Monday_01_16_2023_10:30,48,none
